"","Date","Open","High","Low","Close","Adj.Close","Volume","shifted_close","returns"
"2","2004-02-01",37.200001,37.970001,36.099998,36.57,31.241278,1728110800,31.668415,-0.0134877921740004
"3","2004-03-01",36.68,37.18,34.009998,35.84,30.61764,2509465300,31.241278,-0.019961987470551
"4","2004-04-01",35.810001,37.5,34.720001,34.77,29.703564,2211173100,30.61764,-0.0298545544333267
"5","2004-05-01",35,36.549999,34.110001,36.549999,31.224188,2429662200,29.703564,0.0511933180812916
"6","2004-06-01",36.27,37.900002,35.82,37.740002,32.240803,1811072200,31.224188,0.0325585728602453
"7","2004-07-01",37.66,37.66,33.700001,34.889999,29.806065,2262048100,32.240803,-0.0755172878293385
"8","2004-08-01",34.610001,35.02,32.349998,34.02,29.062847,2012635000,29.806065,-0.0249351264583231
"9","2004-09-01",33.93,35.849998,33.799999,35.139999,30.019632,1951089100,29.062847,0.0329212413360604
"10","2004-10-01",35.450001,37.240002,35.200001,36.900002,31.523174,2259101600,30.019632,0.0500852908523328
"11","2004-11-01",36.98,39.639999,36.799999,39.119999,33.419704,1978225300,31.523174,0.0601630406887328
"12","2004-12-01",39.27,40.68,39.09,39.919998,34.103134,1779424600,33.419704,0.0204499118244732
"13","2005-01-01",40.09,40.290001,36.459999,37.400002,32.256351,2234773200,34.103134,-0.0541528822541645
"14","2005-02-01",37.490002,38.48,36.700001,37.220001,32.101093,1765610600,32.256351,-0.00481325367522212
"15","2005-03-01",37.369999,38.290001,35.939999,36.57,31.540483,2133973700,32.101093,-0.0174638913385285
"16","2005-04-01",36.82,37.07,34.349998,34.98,30.169163,2345433600,31.540483,-0.0434780913152153
"17","2005-05-01",35.099998,38.27,34.889999,38.080002,32.842823,1881340000,30.169163,0.0886222796436216
"18","2005-06-01",38.029999,38.68,36.700001,36.779999,31.721621,1943627500,32.842823,-0.0341384173948751
"19","2005-07-01",36.860001,39.919998,36.549999,39.580002,34.168076,1620613000,31.721621,0.0771226350633216
"20","2005-08-01",39.639999,40.139999,38.259998,38.98,33.650112,1714890300,34.168076,-0.0151592966487196
"21","2005-09-01",39,39.91,38.240002,39.459999,34.064468,1676662500,33.650112,0.0123136588668709
"22","2005-10-01",39.540001,39.880001,37.330002,38.869999,33.555145,2279169700,34.064468,-0.0149517379810539
"23","2005-11-01",38.779999,42.02,38.709999,41.240002,35.601112,1718491700,33.555145,0.0609732725041121
"24","2005-12-01",41.509998,42.310001,40.360001,40.41,34.884579,1416706400,35.601112,-0.0201267027838905
"25","2006-01-01",40.650002,43.310001,40.16,42,36.344639,1968905800,34.884579,0.0418540238080556
"26","2006-02-01",41.740002,42.169998,40.259998,41.099998,35.565823,1646562100,36.344639,-0.0214286349081635
