"","Date","Open","High","Low","Close","Adj.Close","Volume","shifted_close","returns"
"2","2004-02-01",113.739998,116.480003,112.870003,115.040001,78.612366,7021900,77.635155,0.012587222888909
"3","2004-03-01",115.489998,117,108.480003,113.230003,77.375496,14486700,78.612366,-0.0157337841733449
"4","2004-04-01",113.220001,115.449997,110.959999,111.110001,76.192619,12980000,77.375496,-0.0152874884317382
"5","2004-05-01",111.459999,113.230003,108.129997,112.970001,77.468094,9276500,76.192619,0.0167401385690653
"6","2004-06-01",112.559998,115.360001,111.949997,114.57,78.565292,9531500,77.468094,0.0141632244108136
"7","2004-07-01",114.389999,114.43,108.239998,110.980003,76.374252,14111300,78.565292,-0.0278881417509401
"8","2004-08-01",110.230003,111.669998,106.639999,111.199997,76.525642,7684500,76.374252,0.0019822125393778
"9","2004-09-01",111.040001,113.970001,110.5,111.800003,76.93856,7105900,76.525642,0.00539581229517805
"10","2004-10-01",112.349998,114.68,109.410004,113.199997,78.226212,9305400,76.93856,0.0167361073563115
"11","2004-11-01",113.580002,119.519997,113.260002,118.220001,81.695221,13129300,78.226212,0.0443458645293984
"12","2004-12-01",118.550003,122.260002,118.169998,121,83.61631,17184200,81.695221,0.0235153167649793
"13","2005-01-01",121.699997,121.900002,116.529999,118.290001,82.314468,15538300,83.61631,-0.0155692352365225
"14","2005-02-01",118.449997,121.650002,118.209999,120.75,84.026314,14345600,82.314468,0.0207964169798194
"15","2005-03-01",121.029999,123.360001,116.18,117.82,81.987381,16610600,84.026314,-0.0242654104760563
"16","2005-04-01",118.599998,119.18,113.529999,115.699997,81.022186,14907600,81.987381,-0.0117724824018954
"17","2005-05-01",115.959999,120.150002,114.699997,119.339996,83.571159,9850900,81.022186,0.0314601854854915
"18","2005-06-01",119.419998,122.25,118.800003,119.110001,83.41011,13387000,83.571159,-0.00192708826737698
"19","2005-07-01",119.5,124.629997,118.300003,123.699997,86.900421,16575100,83.41011,0.0418451791994998
"20","2005-08-01",123.849998,124.730003,120.370003,122.5,86.057381,17598000,86.900421,-0.00970121882378439
"21","2005-09-01",122.480003,124.709999,120.980003,123,86.408646,14881300,86.057381,0.00408175331294358
"22","2005-10-01",122.959999,123.32,116.879997,120.360001,84.904755,22537600,86.408646,-0.0174044041842758
"23","2005-11-01",120.599998,127.43,120.18,125.370003,88.438896,17225200,84.904755,0.0416247711921436
"24","2005-12-01",126.07,128.110001,124.639999,124.669998,87.945107,30735300,88.438896,-0.00558339172393119
"25","2006-01-01",125.410004,129.630005,124.620003,127.75,90.483009,26454000,87.945107,0.0288577964888939
"26","2006-02-01",127.949997,130.210007,125.400002,128.429993,90.964661,23127900,90.483009,0.00532312094086107
"27","2006-03-01",128.800003,131.699997,127.370003,129.919998,92.019951,24925500,90.964661,0.0116010985848669
"28","2006-04-01",130.25,132.059998,128.210007,131.600006,93.580162,24424700,92.019951,0.0169551383482045
"29","2006-05-01",131.75,133,124.989998,127.75,90.842415,29452100,93.580162,-0.0292556343298487
"30","2006-06-01",127.519997,129.559998,122.550003,127.550003,90.700165,31603900,90.842415,-0.00156589848475519
"31","2006-07-01",127.620003,128.380005,122.709999,128.050003,91.441246,20565100,90.700165,0.00817066870826544
"32","2006-08-01",127.650002,131.279999,126.559998,130.869995,93.454994,15413500,91.441246,0.0220223158376471
"33","2006-09-01",131.429993,134.460007,129.75,133.75,95.51165,17306800,93.454994,0.0220069138306296
"34","2006-10-01",133.779999,139.199997,132.860001,138.039993,99.031166,17181000,95.51165,0.0368490754792739
"35","2006-11-01",138.440002,141.369995,136.429993,140.75,100.975304,14660200,99.031166,0.0196315773965541
"36","2006-12-01",140.710007,143.869995,139.199997,142,101.87207,26043200,100.975304,0.00888104283399826
"37","2007-01-01",142.529999,144.419998,140.550003,144.029999,103.841934,26633900,101.87207,0.0193366444796892
"38","2007-02-01",144.5,146.779999,139.460007,141.300003,101.873657,25174300,103.841934,-0.0189545487471372
"39","2007-03-01",139.5,144.660004,137.029999,142.339996,102.623466,36756300,101.873657,0.00736018537157257
"40","2007-04-01",142.449997,150.020004,141.729996,148.479996,107.527817,18893400,102.623466,0.0477897618464769
"41","2007-05-01",148.75,154.089996,147.869995,153.550003,111.199486,30948600,107.527817,0.0341462246927229
"42","2007-06-01",154.279999,154.600006,148.899994,150.509995,108.997955,52229700,111.199486,-0.0197980321599687
"43","2007-07-01",151.210007,155.75,145.259995,145.710007,105.989067,64096300,108.997955,-0.027604994974447
"44","2007-08-01",145.440002,150.770004,137.470001,147.619995,107.378403,80707800,105.989067,0.0131082954056005
"45","2007-09-01",147.690002,154.580002,144.529999,152.970001,111.27002,44671200,107.378403,0.0362420830564969
"46","2007-10-01",152.880005,157.789993,148.949997,155.130005,113.352203,64159800,111.27002,0.0187128842072644
"47","2007-11-01",153.589996,153.669998,140.970001,148.75,108.690346,66317700,113.352203,-0.0411271847976347
"48","2007-12-01",148.389999,153.149994,144.279999,146.740005,107.22168,49377000,108.690346,-0.0135123868314855
"49","2008-01-01",146.830002,147.25,124.980003,137.539993,101.034416,78695800,107.22168,-0.05770534466537
"50","2008-02-01",138.190002,139.850006,131.970001,133.75,98.25042,56197300,101.034416,-0.0275549274219588
"51","2008-03-01",133.399994,136.710007,126.330002,132.229996,97.133797,71592700,98.25042,-0.0113650710093657
"52","2008-04-01",133.910004,140.759995,132.559998,138.610001,102.340446,59749300,97.133797,0.0536028566864322
"53","2008-05-01",138.600006,144.440002,137.75,140.389999,103.654709,73837200,102.340446,0.0128420683255572
"54","2008-06-01",140.020004,141.039993,127.269997,128,94.506737,93378100,103.654709,-0.0882542827842003
"55","2008-07-01",126.769997,129.369995,120.25,127.050003,94.254959,109753400,94.506737,-0.00266412753198753
"56","2008-08-01",127.379997,131.720001,124.989998,128.940002,95.657104,46768700,94.254959,0.0148760873154696
"57","2008-09-01",130.309998,130.919998,111.07,116.82,86.665611,123049700,95.657104,-0.0939971274898727
"58","2008-10-01",115.370003,116.889999,83.779999,97.389999,72.664253,259914700,86.665611,-0.161556098646786
"59","2008-11-01",97,101.07,74.5,90.120003,67.23996,193608400,72.664253,-0.0746487134464866
"60","2008-12-01",87.660004,92.620003,82.110001,90.309998,67.381729,180739000,67.23996,0.00210840399072243
"61","2009-01-01",90.75,94.650002,80.660004,82.970001,62.38007,111264200,67.381729,-0.0742287126529508
"62","2009-02-01",81.720001,87.940002,73.980003,74.209999,55.793949,119298300,62.38007,-0.105580532371958
"63","2009-03-01",72.629997,83.5,67.220001,79.620003,59.861427,184382200,55.793949,0.0729017764990967
"64","2009-04-01",78.739998,89.25,78.550003,87.690002,66.382721,117155600,59.861427,0.10893983533002
"65","2009-05-01",87.699997,93.470001,86.949997,92.809998,70.258644,100610600,66.382721,0.0583875282846571
"66","2009-06-01",93.900002,96.389999,89.120003,92.349998,69.910385,96733000,70.258644,-0.00495681357015654
"67","2009-07-01",92.610001,100.139999,87.300003,99.169998,75.475662,98437200,69.910385,0.0796058697144923
"68","2009-08-01",100.150002,104.669998,98.43,102.800003,78.238373,69243700,75.475662,0.0366039982531057
"69","2009-09-01",102.290001,108.419998,99.889999,106.010002,80.681404,68253600,78.238373,0.0312254831781842
"70","2009-10-01",105.669998,110.75,102.330002,103.970001,79.515556,83545000,80.681404,-0.0144500212217427
"71","2009-11-01",104.400002,112.120003,103.419998,110.300003,84.356712,79499300,79.515556,0.0608831308429763
"72","2009-12-01",111.260002,113.43,109.370003,111.809998,85.51152,75301500,84.356712,0.0136895805042758
"73","2010-01-01",112.769997,115.489998,107.559998,107.660004,82.775986,87020400,85.51152,-0.0319902394437616
"74","2010-02-01",108.550003,112.019997,104.900002,111.050003,85.382423,80550600,82.775986,0.0314878399636338
"75","2010-03-01",111.599998,118.489998,111.559998,117.339996,90.218536,81052600,85.382423,0.056640615598365
"76","2010-04-01",118.190002,122.5,117.489998,119.239998,92.068092,73231600,90.218536,0.0205008425319604
"77","2010-05-01",119.75,121.07,88.419998,109.699997,84.702019,126546600,92.068092,-0.0800067954052962
"78","2010-06-01",108.709999,114.110001,103.25,103.459999,79.883965,116969100,84.702019,-0.0568823985175607
"79","2010-07-01",103.540001,112.660004,101.5,110.690002,85.851921,78157200,79.883965,0.0747078090077276
"80","2010-08-01",112.370003,113.580002,104.629997,105.790001,82.051514,64994900,85.851921,-0.0442670001525068
"81","2010-09-01",107.120003,116.169998,107.050003,114.489998,88.799263,62960900,82.051514,0.0822379584610711
"82","2010-10-01",115.360001,120.139999,113.57,118.889999,92.723206,60118300,88.799263,0.0441889140453791
"83","2010-11-01",119.43,123.349998,118,118.809998,92.66082,60421600,92.723206,-0.000672819703839922
"84","2010-12-01",120.629997,126.919998,120.620003,126.25,98.463326,56430600,92.66082,0.0626209221977529
"85","2011-01-01",127.190002,130.830002,126.639999,129.149994,101.216492,74951800,98.463326,0.027961334558209
"86","2011-02-01",129.940002,135.179993,129.889999,133.619995,104.719627,53204700,101.216492,0.0346103182473465
"87","2011-03-01",134.149994,134.210007,125.75,133.009995,104.241592,66319700,104.719627,-0.00456490357819939
"88","2011-04-01",133.910004,137.029999,129.949997,136.940002,107.811066,63041100,104.241592,0.034242320474154
"89","2011-05-01",137.619995,137.639999,131.839996,135.309998,106.52774,62969300,107.811066,-0.0119034719497162
"90","2011-06-01",135,135.050003,126.639999,132.419998,104.25251,68927200,106.52774,-0.0213580988388564
"91","2011-07-01",132.440002,136.169998,128.830002,129.809998,102.676575,62060800,104.25251,-0.0151165185375393
"92","2011-08-01",131.309998,131.460007,110.660004,122.639999,97.005295,170780400,102.676575,-0.0552344096012162
"93","2011-09-01",122.699997,123.82,112.300003,113.690002,89.926064,87717700,97.005295,-0.0729777792026715
"94","2011-10-01",112.870003,129.850006,107.800003,125.800003,100.055756,86188000,89.926064,0.112644672183139
"95","2011-11-01",122.419998,128.440002,116.639999,125.400002,99.737602,92058000,100.055756,-0.00317976708906187
"96","2011-12-01",125.279999,128.050003,121.199997,125.959999,100.183022,77663500,99.737602,0.00446591848077516
"97","2012-01-01",128.229996,133.850006,126.879997,131.770004,105.451927,73889600,100.183022,0.0525927936172659
