"","Date","Open","High","Low","Close","Adj.Close","Volume","shifted_close","returns"
"2","2004-02-01",28.24,29.75,27.52,29.65,17.167368,14154400,16.31044,0.0525386194363855
"3","2004-03-01",29.870001,30.48,28.01,29.34,16.987869,22773100,17.167368,-0.0104558252610417
"4","2004-04-01",29.389999,31.040001,28.91,29.84,17.350773,25964500,16.987869,0.0213625381735638
"5","2004-05-01",29.93,30.799999,28.65,29.75,17.298435,36946800,17.350773,-0.00301646503011699
"6","2004-06-01",30.030001,31.99,29.540001,31.48,18.304377,39628800,17.298435,0.0581521970051047
"7","2004-07-01",31.6,32.73,31.309999,32.450001,18.943537,24797700,18.304377,0.0349184241561458
"8","2004-08-01",32.5,32.849998,30.559999,31.950001,18.651649,48803700,18.943537,-0.0154083157754542
"9","2004-09-01",32,35.279999,31.959999,34.93,20.391293,47898000,18.651649,0.093270251868883
"10","2004-10-01",35.049999,36.830002,34.349998,35.139999,20.595675,66058100,20.391293,0.0100230034456372
"11","2004-11-01",35.349998,37.900002,34.32,37.509998,21.984745,77605300,20.595675,0.067444742646211
"12","2004-12-01",37.400002,37.529999,34.759998,36.32,21.287287,71242100,21.984745,-0.031724634513614
"13","2005-01-01",36.099998,37.709999,34.540001,37.549999,22.08815,77167200,21.287287,0.0376216565314311
"14","2005-02-01",37.759998,44.75,37.709999,43.849998,25.794016,90268200,22.08815,0.167776205793604
"15","2005-03-01",43.75,45.139999,40.779999,42.869999,25.217548,252411200,25.794016,-0.0223489044900956
"16","2005-04-01",43.43,44.48,39.41,40.549999,23.93227,366081900,25.217548,-0.0509676039875091
"17","2005-05-01",40.490002,42.09,37.939999,41.68,24.59919,318560300,23.93227,0.0278669762625945
"18","2005-06-01",41.919998,46.150002,41.810001,44.450001,26.234024,285274700,24.59919,0.066458854946037
"19","2005-07-01",44.509998,48.48,44.509998,47.599998,28.180927,283648100,26.234024,0.0742129000110696
"20","2005-08-01",47.82,50.889999,46.869999,50.639999,29.980721,302465300,28.180927,0.0638656776620583
"21","2005-09-01",51.299999,54.650002,50.439999,53.669998,31.774595,307291200,29.980721,0.059834251484479
"22","2005-10-01",54.049999,54.299999,44.939999,48.82,28.985836,597461500,31.774595,-0.0877669408532195
"23","2005-11-01",48.560001,51.34,46.73,49.549999,29.419264,421911900,28.985836,0.0149530964019806
"24","2005-12-01",49.950001,53.189999,49.459999,50.310001,29.870512,362386100,29.419264,0.0153385210452581
"25","2006-01-01",50.630001,58.279999,50.630001,57.66,34.324009,445269600,29.870512,0.149093426989132
"26","2006-02-01",57.490002,58.07,51.09,52.34,31.157103,554313800,34.324009,-0.0922650381544883
"27","2006-03-01",52.740002,55.700001,50.549999,54.400002,32.383381,511031000,31.157103,0.0393578953730069
"28","2006-04-01",54.75,59.849998,54.25,57.139999,34.115253,424460600,32.383381,0.0534802712539497
"29","2006-05-01",57.549999,60.150002,52.150002,55.549999,33.165932,557877800,34.115253,-0.0278268784933239
"30","2006-06-01",55,57.18,50.009998,56.75,33.882393,676643200,33.165932,0.0216023177036002
"31","2006-07-01",57.049999,58.98,54.25,58.650002,35.146332,367825600,33.882393,0.0373037111044665
"32","2006-08-01",58.540001,59.880001,55.540001,55.669998,33.360561,363097400,35.146332,-0.0508095979973103
"33","2006-09-01",56,57.27,50.169998,53.450001,32.030212,517274100,33.360561,-0.039877896537771
"34","2006-10-01",53.220001,57.450001,50.200001,55.73,33.510914,565978700,32.030212,0.0462282922136139
"35","2006-11-01",55.619999,60.830002,54.720001,60.509998,36.385155,450946200,33.510914,0.0857702956117519
"36","2006-12-01",60.110001,62.130001,58.189999,58.630001,35.254711,362478200,36.385155,-0.0310688246346621
"37","2007-01-01",58.310001,58.389999,53.889999,58.09,35.034405,650083100,35.254711,-0.00624898045540634
"38","2007-02-01",58.099998,59.529999,56.450001,56.900002,34.316696,416980800,35.034405,-0.020485833853893
"39","2007-03-01",56.32,61.16,54.939999,60.279999,36.355186,570962300,34.316696,0.0594022804526404
"40","2007-04-01",60.259998,64.75,60.189999,63.369999,38.344166,353589200,36.355186,0.0547096637052
"41","2007-05-01",63.439999,69.07,62.98,68.300003,41.327244,454866200,38.344166,0.0777974412065709
"42","2007-06-01",68.639999,71.449997,66.790001,68.989998,41.744717,405407800,41.327244,0.01010164142569
"43","2007-07-01",69.110001,74.730003,68.110001,69,41.872013,519811400,41.744717,0.00304939185478248
"44","2007-08-01",68.669998,70.300003,62.73,69.830002,42.375725,619540900,41.872013,0.0120298013854743
"45","2007-09-01",69.599998,76.300003,68.779999,74.800003,45.391708,347598700,42.375725,0.0711724224187313
"46","2007-10-01",74.75,78.5,72.669998,76.699997,46.667168,486212900,45.391708,0.0280989646831531
"47","2007-11-01",75.57,77.75,69.610001,73.470001,44.701916,510613800,46.667168,-0.0421120904529712
"48","2007-12-01",72.879997,80.599998,72.879997,79.349998,48.27953,338488100,44.701916,0.0800326768991291
"49","2008-01-01",79.949997,80.75,62.970001,69.599998,42.456287,611609700,48.27953,-0.120615155118536
"50","2008-02-01",70.519997,79.019997,66.93,76.050003,46.390797,446371500,42.456287,0.0926720228737854
"51","2008-03-01",76.099998,77.730003,68.849998,74.059998,45.176899,534668200,46.390797,-0.0261667847612103
"52","2008-04-01",73.800003,85.290001,73.349998,81.75,50.01141,466347800,45.176899,0.107012900553444
"53","2008-05-01",80.720001,91.419998,78.43,86,52.611416,565475400,50.01141,0.051988256279917
"54","2008-06-01",85.580002,89.720001,83.389999,88.480003,54.128571,637709600,52.611416,0.0288369923364162
"55","2008-07-01",88.169998,90.160004,71.849998,74.400002,45.635201,850202500,54.128571,-0.156911033176915
"56","2008-08-01",74.449997,76.910004,68.349998,74.650002,45.788525,723578600,45.635201,0.00335977483697292
"57","2008-09-01",72.099998,78.099998,59.130001,63.299999,38.82671,1015421500,45.788525,-0.152042788012936
"58","2008-10-01",62.700001,69.919998,38.84,51.400002,31.629198,1369309600,38.82671,-0.185375273877184
"59","2008-11-01",50.599998,53.299999,39.82,50.279999,30.940014,875175200,31.629198,-0.021789487042953
"60","2008-12-01",48.25,50.790001,40.529999,47.77,29.395479,777758400,30.940014,-0.0499203070819554
"61","2009-01-01",48.200001,53.189999,43.959999,46.919998,29.022194,845359300,29.395479,-0.0126987214598545
"62","2009-02-01",45.939999,50.77,40.279999,41.130001,25.440819,755773300,29.022194,-0.12340124940244
"63","2009-03-01",40.189999,46.650002,37.400002,42.459999,26.263474,829776000,25.440819,0.032336026603546
"64","2009-04-01",41.5,47.75,41.470001,45.779999,28.462593,464059600,26.263474,0.0837329821637458
"65","2009-05-01",45.959999,52.349998,45.740002,51.68,32.130764,452274600,28.462593,0.128876908720158
"66","2009-06-01",52.68,57.709999,46.310001,48.049999,29.873907,513829100,32.130764,-0.0702397552700583
"67","2009-07-01",48.580002,51.669998,43.66,50.619999,31.632568,486007800,29.873907,0.0588694675925716
"68","2009-08-01",51.490002,53.459999,48.740002,51.169998,31.976254,353752200,31.632568,0.0108649414742428
"69","2009-09-01",51.02,56.279999,49.91,53.919998,33.69474,382857800,31.976254,0.0537425678442509
"70","2009-10-01",53.900002,60.560001,51.34,55.25,34.679241,487791200,33.69474,0.0292182399982903
"71","2009-11-01",55.639999,59.130001,54.689999,56.82,35.664696,388171300,34.679241,0.0284162793528266
"72","2009-12-01",57.580002,58.259998,54.169998,57.009998,35.783951,324603500,35.664696,0.00334378288265813
"73","2010-01-01",57.919998,60.869999,54.220001,54.5,34.394676,396907400,35.783951,-0.0388239688792332
"74","2010-02-01",55.150002,57.560001,52.669998,56.139999,35.429668,437318700,34.394676,0.030091633949394
"75","2010-03-01",56.400002,59.419998,55.720001,57.52,36.300575,403215500,35.429668,0.0245812915887329
"76","2010-04-01",58.09,62.299999,58.040001,59.91,37.941273,429168600,36.300575,0.0451975760714534
