Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,21.750000,21.959999,21.340000,21.780001,13.111572,7337300
2004-02-01,21.780001,23.110001,21.770000,23.020000,13.858050,7934300
2004-03-01,23.120001,23.309999,22.160000,22.879999,13.773760,8023500
2004-04-01,22.830000,23.389999,22.600000,23.180000,14.004962,7969900
2004-05-01,23.299999,23.379999,22.389999,23.049999,13.926414,12626400
2004-06-01,23.049999,23.670000,22.870001,23.090000,13.950584,8283400
2004-07-01,23.139999,23.150000,21.830000,21.950001,13.311475,10170500
2004-08-01,21.860001,22.490000,21.600000,22.340000,13.547988,6005700
2004-09-01,22.320000,22.790001,21.360001,21.660000,13.135601,10821800
2004-10-01,21.660000,22.000000,21.180000,21.799999,13.276428,12738800
2004-11-01,21.809999,23.059999,21.700001,22.340000,13.605293,10762700
2004-12-01,22.350000,23.290001,22.350000,23.080000,14.055956,17349800
2005-01-01,23.299999,23.520000,22.830000,23.350000,14.279116,15380600
2005-02-01,23.400000,23.799999,23.059999,23.320000,14.260769,14012300
2005-03-01,23.440001,23.799999,22.650000,23.020000,14.077312,15090300
2005-04-01,23.200001,23.270000,22.459999,22.780001,13.988429,19219500
2005-05-01,22.870001,23.650000,22.740000,23.309999,14.313883,14449200
2005-06-01,23.299999,23.570000,22.670000,22.750000,13.970013,13853100
2005-07-01,22.850000,23.629999,22.549999,23.480000,14.487764,17341100
2005-08-01,23.510000,23.510000,22.809999,23.070000,14.234793,26015400
2005-09-01,23.129999,23.459999,22.400000,23.280001,14.364363,28437200
2005-10-01,23.200001,23.350000,22.520000,23.170000,14.367924,21869500
2005-11-01,23.330000,23.780001,22.959999,23.379999,14.498147,17943900
2005-12-01,23.600000,24.030001,23.250000,23.290001,14.442342,21342600
2006-01-01,23.309999,23.629999,23.160000,23.330000,14.540030,31081600
2006-02-01,23.260000,23.900000,23.010000,23.530001,14.664667,22002200
2006-03-01,23.650000,24.490000,23.440001,23.600000,14.708298,31943300
2006-04-01,23.750000,23.879999,23.080000,23.830000,14.929697,20253400
2006-05-01,23.889999,24.260000,23.480000,23.879999,14.961031,28285100
2006-06-01,23.879999,24.430000,23.430000,24.190001,15.155246,35603300
2006-07-01,24.240000,24.790001,23.910000,24.570000,15.475723,38462100
2006-08-01,24.650000,25.540001,24.360001,25.520000,16.074093,41118000
2006-09-01,25.600000,26.559999,25.160000,25.379999,15.985909,37078800
2006-10-01,25.200001,26.049999,24.340000,25.830000,16.350853,40763300
2006-11-01,25.860001,25.990000,25.360001,25.610001,16.211590,45108500
2006-12-01,25.690001,26.299999,25.389999,26.120001,16.534430,23936400
2007-01-01,26.070000,26.790001,26.040001,26.650000,16.955511,32644400
2007-02-01,26.730000,27.270000,25.809999,26.240000,16.694651,29514600
2007-03-01,25.799999,26.870001,25.500000,26.650000,16.955511,38077500
2007-04-01,26.629999,27.719999,26.590000,27.400000,17.519180,22929300
2007-05-01,27.389999,27.879999,27.040001,27.770000,17.755747,36485500
